Timestamp,Becketts Link,Becketts Back Image URL,Becketts Front Image URL,Sport,Manufacturer,Brand,Set,Player,Team,Card Number,Card Name,Features,Attributes,Additional Information
2025-07-26T22:03:49.546576,https://www.beckett.com/basketball/1990-91/hoops/11-isiah-thomas-as-sp-3031109,https://img.beckett.com/images/items_stock/185226/3031089/3031109/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031109/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Isiah Thomas,Detroit Pistons,11,1990-91 Hoops #11 Isiah Thomas AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:03:51.721114,https://www.beckett.com/basketball/1990-91/hoops/12-dominique-wilkins-as-sp-3031110,https://img.beckett.com/images/items_stock/185226/3031089/3031110/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031110/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Dominique Wilkins,Atlanta Hawks,12,1990-91 Hoops #12 Dominique Wilkins AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:03:53.897354,https://www.beckett.com/basketball/1990-91/hoops/13a-pat-rileychuck-dalyall-star-checklist-sperr-no-card-number-3031111,,,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,,,13A,1990-91 Hoops #13A Pat Riley/Chuck Daly#}All-Star Checklist SP,"Base Set, Checklist (CL), Short Print (SP)",,No card number
2025-07-26T22:03:56.048642,https://www.beckett.com/basketball/1990-91/hoops/13b-pat-rileychuck-dalyall-star-checklist-spcor-card-number-on-back-3031112,https://img.beckett.com/images/items_stock/185226/3031089/3031112/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031112/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,,,13B,1990-91 Hoops #13B Pat Riley/Chuck Daly#}All-Star Checklist SP,"Base Set, Checklist (CL), Short Print (SP)",,Card number on back
2025-07-26T22:03:58.195318,https://www.beckett.com/basketball/1990-91/hoops/14-rolando-blackman-as-sp-3031113,https://img.beckett.com/images/items_stock/185226/3031089/3031113/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031113/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Rolando Blackman,Dallas Mavericks,14,1990-91 Hoops #14 Rolando Blackman AS SP,"Base Set, All-Star (AS), Short Print (SP)",,
2025-07-26T22:04:00.374687,https://www.beckett.com/basketball/1990-91/hoops/15-tom-chambers-as-sp-3031114,https://img.beckett.com/images/items_stock/185226/3031089/3031114/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031114/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Tom Chambers,Phoenix Suns,15,1990-91 Hoops #15 Tom Chambers AS SP,"Base Set, All-Star (AS), Short Print (SP)",,
2025-07-26T22:04:02.574083,https://www.beckett.com/basketball/1990-91/hoops/16-clyde-drexler-as-sp-3031115,https://img.beckett.com/images/items_stock/185226/3031089/3031115/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031115/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Clyde Drexler,Portland Trail Blazers,16,1990-91 Hoops #16 Clyde Drexler AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:04.748925,https://www.beckett.com/basketball/1990-91/hoops/17-ac-green-as-sp-3031116,https://img.beckett.com/images/items_stock/185226/3031089/3031116/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031116/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,A.C. Green,Los Angeles Lakers,17,1990-91 Hoops #17 A.C. Green AS SP,"Base Set, All-Star (AS), Short Print (SP)",,
2025-07-26T22:04:06.921610,https://www.beckett.com/basketball/1990-91/hoops/18-magic-johnson-as-sp-3031117,https://img.beckett.com/images/items_stock/185226/3031089/3031117/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031117/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Magic Johnson,Los Angeles Lakers,18,1990-91 Hoops #18 Magic Johnson AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:09.117702,https://www.beckett.com/basketball/1990-91/hoops/19-kevin-johnson-as-sp-3031118,https://img.beckett.com/images/items_stock/185226/3031089/3031118/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031118/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kevin Maurice Johnson,Phoenix Suns,19,1990-91 Hoops #19 Kevin Johnson AS SP,"Base Set, All-Star (AS), Short Print (SP)",,
2025-07-26T22:04:11.287740,https://www.beckett.com/basketball/1990-91/hoops/20-lafayette-lever-as-sp-3031119,https://img.beckett.com/images/items_stock/185226/3031089/3031119/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031119/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Lafayette (Fat) Lever,Dallas Mavericks,20,1990-91 Hoops #20 Lafayette Lever AS SP,"Base Set, All-Star (AS), Short Print (SP)",,
2025-07-26T22:04:13.470757,https://www.beckett.com/basketball/1990-91/hoops/21-karl-malone-as-sp-3031120,https://img.beckett.com/images/items_stock/185226/3031089/3031120/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031120/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Karl Malone,Utah Jazz,21,1990-91 Hoops #21 Karl Malone AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:15.659140,https://www.beckett.com/basketball/1990-91/hoops/22-chris-mullin-as-sp-3031121,https://img.beckett.com/images/items_stock/185226/3031089/3031121/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031121/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Chris Mullin,Golden State Warriors,22,1990-91 Hoops #22 Chris Mullin AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:17.845694,https://www.beckett.com/basketball/1990-91/hoops/23-hakeem-olajuwon-as-sp-3031122,https://img.beckett.com/images/items_stock/185226/3031089/3031122/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031122/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Hakeem Olajuwon,Houston Rockets,23,1990-91 Hoops #23 Hakeem Olajuwon AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:20.038577,https://www.beckett.com/basketball/1990-91/hoops/24-david-robinson-as-sp-3031123,https://img.beckett.com/images/items_stock/185226/3031089/3031123/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031123/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,David Robinson,San Antonio Spurs,24,1990-91 Hoops #24 David Robinson AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:22.234990,https://www.beckett.com/basketball/1990-91/hoops/25-john-stockton-as-sp-3031124,https://img.beckett.com/images/items_stock/185226/3031089/3031124/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031124/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,John Stockton,Utah Jazz,25,1990-91 Hoops #25 John Stockton AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:24.411501,https://www.beckett.com/basketball/1990-91/hoops/26-james-worthy-as-sp-3031125,https://img.beckett.com/images/items_stock/185226/3031089/3031125/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031125/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,James Worthy,Los Angeles Lakers,26,1990-91 Hoops #26 James Worthy AS SP,"Base Set, All-Star (AS), Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:26.591762,https://www.beckett.com/basketball/1990-91/hoops/27-john-battle-3031126,https://img.beckett.com/images/items_stock/185226/3031089/3031126/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031126/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,John Battle,Atlanta Hawks,27,1990-91 Hoops #27 John Battle,Base Set,,
2025-07-26T22:04:28.792651,https://www.beckett.com/basketball/1990-91/hoops/28-jon-koncak-3031127,https://img.beckett.com/images/items_stock/185226/3031089/3031127/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031127/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Jon Koncak,Atlanta Hawks,28,1990-91 Hoops #28 Jon Koncak,Base Set,,
2025-07-26T22:04:30.979127,https://www.beckett.com/basketball/1990-91/hoops/29-cliff-levingston-sp-3031128,https://img.beckett.com/images/items_stock/185226/3031089/3031128/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031128/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Cliff Levingston,Atlanta Hawks,29,1990-91 Hoops #29 Cliff Levingston SP,"Base Set, Short Print (SP)",,
2025-07-26T22:04:33.166807,https://www.beckett.com/basketball/1990-91/hoops/30-john-long-sp-3031129,https://img.beckett.com/images/items_stock/185226/3031089/3031129/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031129/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,John Long,Atlanta Hawks,30,1990-91 Hoops #30 John Long SP,"Base Set, Short Print (SP)",,
2025-07-26T22:04:35.341277,https://www.beckett.com/basketball/1990-91/hoops/31-moses-malone-3031130,https://img.beckett.com/images/items_stock/185226/3031089/3031130/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031130/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Moses Malone,Atlanta Hawks,31,1990-91 Hoops #31 Moses Malone,Base Set,Hall Of Fame (HOF),
2025-07-26T22:04:37.528848,https://www.beckett.com/basketball/1990-91/hoops/32-doc-rivers-3031131,https://img.beckett.com/images/items_stock/185226/3031089/3031131/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031131/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Doc Rivers,Atlanta Hawks,32,1990-91 Hoops #32 Doc Rivers,Base Set,,
2025-07-26T22:04:39.708015,https://www.beckett.com/basketball/1990-91/hoops/33-kenny-smith-sp-3031132,https://img.beckett.com/images/items_stock/185226/3031089/3031132/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031132/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kenny Smith,Atlanta Hawks,33,1990-91 Hoops #33 Kenny Smith SP,"Base Set, Short Print (SP)",,
2025-07-26T22:04:41.893694,https://www.beckett.com/basketball/1990-91/hoops/34-alexander-volkov-rc-3031133,https://img.beckett.com/images/items_stock/185226/3031089/3031133/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031133/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Alexander Volkov,Atlanta Hawks,34,1990-91 Hoops #34 Alexander Volkov RC,"Base Set, Rookie Card (RC)",,
2025-07-26T22:04:44.119073,https://www.beckett.com/basketball/1990-91/hoops/35-spud-webb-3031134,https://img.beckett.com/images/items_stock/185226/3031089/3031134/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031134/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Spud Webb,Atlanta Hawks,35,1990-91 Hoops #35 Spud Webb,Base Set,,
2025-07-26T22:04:46.300493,https://www.beckett.com/basketball/1990-91/hoops/36-dominique-wilkins-3031135,https://img.beckett.com/images/items_stock/185226/3031089/3031135/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031135/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Dominique Wilkins,Atlanta Hawks,36,1990-91 Hoops #36 Dominique Wilkins,Base Set,Hall Of Fame (HOF),
2025-07-26T22:04:48.484278,https://www.beckett.com/basketball/1990-91/hoops/37-kevin-willis-3031136,https://img.beckett.com/images/items_stock/185226/3031089/3031136/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031136/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kevin Willis,Atlanta Hawks,37,1990-91 Hoops #37 Kevin Willis,Base Set,,
2025-07-26T22:04:50.671266,https://www.beckett.com/basketball/1990-91/hoops/38-john-bagley-3031137,https://img.beckett.com/images/items_stock/185226/3031089/3031137/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031137/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,John Bagley,Boston Celtics,38,1990-91 Hoops #38 John Bagley,Base Set,,
2025-07-26T22:04:52.848448,https://www.beckett.com/basketball/1990-91/hoops/39-larry-bird-3031138,https://img.beckett.com/images/items_stock/185226/3031089/3031138/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031138/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Larry Bird,Boston Celtics,39,1990-91 Hoops #39 Larry Bird,Base Set,Hall Of Fame (HOF),
2025-07-26T22:04:55.024493,https://www.beckett.com/basketball/1990-91/hoops/40-kevin-gamble-3031139,https://img.beckett.com/images/items_stock/185226/3031089/3031139/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031139/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kevin Gamble,Boston Celtics,40,1990-91 Hoops #40 Kevin Gamble,Base Set,,
2025-07-26T22:04:57.201313,https://www.beckett.com/basketball/1990-91/hoops/41-dennis-johnson-sp-3031140,https://img.beckett.com/images/items_stock/185226/3031089/3031140/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031140/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Dennis Johnson,Boston Celtics,41,1990-91 Hoops #41 Dennis Johnson SP,"Base Set, Short Print (SP)",Hall Of Fame (HOF),
2025-07-26T22:04:59.378295,https://www.beckett.com/basketball/1990-91/hoops/42-joe-kleine-3031141,https://img.beckett.com/images/items_stock/185226/3031089/3031141/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031141/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Joe Kleine,Boston Celtics,42,1990-91 Hoops #42 Joe Kleine,Base Set,,
2025-07-26T22:05:01.561141,https://www.beckett.com/basketball/1990-91/hoops/43-reggie-lewis-3031142,https://img.beckett.com/images/items_stock/185226/3031089/3031142/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031142/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Reggie Lewis,Boston Celtics,43,1990-91 Hoops #43 Reggie Lewis,Base Set,,
2025-07-26T22:05:03.737237,https://www.beckett.com/basketball/1990-91/hoops/44-kevin-mchale-3031143,https://img.beckett.com/images/items_stock/185226/3031089/3031143/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031143/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kevin McHale,Boston Celtics,44,1990-91 Hoops #44 Kevin McHale,Base Set,Hall Of Fame (HOF),
2025-07-26T22:05:05.930584,https://www.beckett.com/basketball/1990-91/hoops/45-robert-parish-3031144,https://img.beckett.com/images/items_stock/185226/3031089/3031144/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031144/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Robert Parish,Boston Celtics,45,1990-91 Hoops #45 Robert Parish,Base Set,Hall Of Fame (HOF),
2025-07-26T22:05:08.103172,https://www.beckett.com/basketball/1990-91/hoops/46-jim-paxson-sp-3031145,https://img.beckett.com/images/items_stock/185226/3031089/3031145/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031145/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Jim Paxson,Boston Celtics,46,1990-91 Hoops #46 Jim Paxson SP,"Base Set, Short Print (SP)",,
2025-07-26T22:05:10.309102,https://www.beckett.com/basketball/1990-91/hoops/47-ed-pinckney-3031146,https://img.beckett.com/images/items_stock/185226/3031089/3031146/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031146/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Ed Pinckney,Boston Celtics,47,1990-91 Hoops #47 Ed Pinckney,Base Set,,
2025-07-26T22:05:12.483056,https://www.beckett.com/basketball/1990-91/hoops/48-brian-shaw-3031147,https://img.beckett.com/images/items_stock/185226/3031089/3031147/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031147/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Brian Cal-SB Shaw,Boston Celtics,48,1990-91 Hoops #48 Brian Shaw,Base Set,,
2025-07-26T22:05:14.668002,https://www.beckett.com/basketball/1990-91/hoops/49-richard-anderson-sp-3031148,https://img.beckett.com/images/items_stock/185226/3031089/3031148/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031148/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Richard Anderson,Charlotte Hornets,49,1990-91 Hoops #49 Richard Anderson SP,"Base Set, Short Print (SP)",,
2025-07-26T22:05:16.859951,https://www.beckett.com/basketball/1990-91/hoops/50-muggsy-bogues-3031149,https://img.beckett.com/images/items_stock/185226/3031089/3031149/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031149/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Muggsy Bogues,Charlotte Hornets,50,1990-91 Hoops #50 Muggsy Bogues,Base Set,,
2025-07-26T22:05:19.042883,https://www.beckett.com/basketball/1990-91/hoops/51-rex-chapman-3031150,https://img.beckett.com/images/items_stock/185226/3031089/3031150/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031150/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Rex Chapman,Charlotte Hornets,51,1990-91 Hoops #51 Rex Chapman,Base Set,,
2025-07-26T22:05:21.220967,https://www.beckett.com/basketball/1990-91/hoops/52-dell-curry-3031151,https://img.beckett.com/images/items_stock/185226/3031089/3031151/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031151/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Dell Curry,Charlotte Hornets,52,1990-91 Hoops #52 Dell Curry,Base Set,,
2025-07-26T22:05:23.395498,https://www.beckett.com/basketball/1990-91/hoops/53-kenny-gattison-rc-3031152,https://img.beckett.com/images/items_stock/185226/3031089/3031152/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031152/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kenny Gattison,Charlotte Hornets,53,1990-91 Hoops #53 Kenny Gattison RC,"Base Set, Rookie Card (RC)",,
2025-07-26T22:05:25.582451,https://www.beckett.com/basketball/1990-91/hoops/54-armon-gilliam-3031153,https://img.beckett.com/images/items_stock/185226/3031089/3031153/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031153/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Armon Gilliam,Charlotte Hornets,54,1990-91 Hoops #54 Armon Gilliam,Base Set,,
2025-07-26T22:05:27.774966,https://www.beckett.com/basketball/1990-91/hoops/55-dave-hoppen-3031154,https://img.beckett.com/images/items_stock/185226/3031089/3031154/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031154/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Dave Hoppen,Charlotte Hornets,55,1990-91 Hoops #55 Dave Hoppen,Base Set,,
2025-07-26T22:05:29.949348,https://www.beckett.com/basketball/1990-91/hoops/56-randolph-keys-3031155,https://img.beckett.com/images/items_stock/185226/3031089/3031155/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031155/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Randolph Keys,Charlotte Hornets,56,1990-91 Hoops #56 Randolph Keys,Base Set,,
2025-07-26T22:05:32.149415,https://www.beckett.com/basketball/1990-91/hoops/57-jr-reid-rc-3031156,https://img.beckett.com/images/items_stock/185226/3031089/3031156/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031156/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,J.R. Reid,Charlotte Hornets,57,1990-91 Hoops #57 J.R. Reid RC,"Base Set, Rookie Card (RC)",,
2025-07-26T22:05:34.344765,https://www.beckett.com/basketball/1990-91/hoops/58-robert-reid-sp-3031157,https://img.beckett.com/images/items_stock/185226/3031089/3031157/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031157/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Robert Reid,Charlotte Hornets,58,1990-91 Hoops #58 Robert Reid SP,"Base Set, Short Print (SP)",,
2025-07-26T22:05:36.530431,https://www.beckett.com/basketball/1990-91/hoops/59-kelly-tripucka-3031158,https://img.beckett.com/images/items_stock/185226/3031089/3031158/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031158/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Kelly Tripucka,Charlotte Hornets,59,1990-91 Hoops #59 Kelly Tripucka,Base Set,,
2025-07-26T22:05:38.708622,https://www.beckett.com/basketball/1990-91/hoops/60-bj-armstrong-rc-3031159,https://img.beckett.com/images/items_stock/185226/3031089/3031159/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031159/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,B.J. Armstrong,Chicago Bulls,60,1990-91 Hoops #60 B.J. Armstrong RC,"Base Set, Rookie Card (RC)",,
2025-07-26T22:05:40.904796,https://www.beckett.com/basketball/1990-91/hoops/61-bill-cartwright-3031160,https://img.beckett.com/images/items_stock/185226/3031089/3031160/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031160/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Bill Cartwright,Chicago Bulls,61,1990-91 Hoops #61 Bill Cartwright,Base Set,,
2025-07-26T22:05:43.083744,https://www.beckett.com/basketball/1990-91/hoops/62-charles-davis-sp-3031161,https://img.beckett.com/images/items_stock/185226/3031089/3031161/back.jpg,https://img.beckett.com/images/items_stock/185226/3031089/3031161/front.jpg,Basketball,Fleer Inc.,Hoops,1990-91 Hoops,Charles E. Davis,Chicago Bulls,62,1990-91 Hoops #62 Charles Davis SP,"Base Set, Short Print (SP)",,
